PublisherID,Publisher_Name,Country
13363,"""Ulverscroft Large Print""","""Turkey"""
13364,"""Severn House Publishers""","""North Korea"""
13365,"""Severn House Pub Ltd""","""Russia"""
13366,"""Granite Impex Ltd""","""North Korea"""
13367,"""Dodd Mead""","""Turkey"""
13368,"""Magna Large Print Books""","""North Korea"""
13369,"""Dodd Mead""","""Australia"""
13370,"""Berkley Pub Group (Mm)""","""Russia"""
13371,"""G. K. Hall &amp; Company""","""Spain"""
13372,"""Thorndike Press""","""Japan"""
13373,"""Chivers North Amer""","""Brazil"""
13374,"""Wings""","""Japan"""
13375,"""Thorndike Pr""","""United Status"""
13376,"""Ulverscroft Large Print""","""India"""
13377,"""Severn House Publishers""","""Germany"""
13378,"""MacMillan Publishing Company.""","""Germany"""
13379,"""Silhouette""","""Spain"""
13380,"""Bantam""","""United Kingdom"""
13381,"""Bantam Books (Mm)""","""Russia"""
13382,"""Baker Pub Group""","""India"""
13383,"""Magna Large Print Books""","""United Kingdom"""
13384,"""Penguin USA""","""United Kingdom"""
13385,"""Brodart Co""","""China"""
13386,"""Berkley Pub Group (Mm)""","""India"""
13387,"""Robson Books""","""United Kingdom"""
13388,"""Severn House Pub Ltd""","""Iran"""
13389,"""Amereon Ltd""","""France"""
13390,"""Commonwealth Publications""","""Iran"""
13391,"""Chivers North Amer""","""Iran"""
13392,"""Severn House Publishers""","""Spain"""
13393,"""Commonwealth Publications""","""Russia"""
13394,"""Del Rey Books""","""North Korea"""
13395,"""Berkley Pub Group (Mm)""","""Japan"""
13396,"""Bantam Books (Mm)""","""Australia"""
13397,"""Amereon Ltd""","""Iran"""
13398,"""Amereon Ltd""","""Australia"""
13399,"""Outlet Books Company""","""Iran"""
13400,"""Outlet Books Company""","""China"""
13401,"""Amereon Ltd""","""Japan"""
13402,"""Thorndike Press""","""Italy"""
13403,"""Berkley Pub Group (Mm)""","""North Korea"""
13404,"""Intl Pub Marketing Inc""","""Iran"""
13405,"""Severn House Pub Ltd""","""United Status"""
13406,"""Penguin Putnam Books for Young Readers""","""France"""
13407,"""Pub Circulation Corp""","""India"""
13408,"""Wings""","""China"""
13409,"""G. K. Hall &amp; Company""","""Italy"""
13410,"""Severn House Publishers""","""Russia"""
13411,"""Skylark Books""","""India"""
13412,"""Thorndike Pr""","""Brazil"""
13413,"""G. K. Hall &amp; Company""","""Iran"""
13414,"""Meulenhoff""","""Australia"""
13415,"""Laurel-Leaf Books""","""Iran"""
13416,"""Yearling Books""","""Brazil"""
13417,"""Alfred A. Knopf""","""Russia"""
13418,"""Puffin Books""","""Brazil"""
13419,"""Avon""","""Russia"""
13420,"""Yale Nota Bene""","""Italy"""
13421,"""St. Martin's Press""","""Iran"""
13422,"""Librairie des Champs-Elys�?©es""","""Iran"""
13423,"""Piper""","""Iran"""
13424,"""Siruela""","""United Kingdom"""
13425,"""Bantam Doubleday Dell Publishing Group""","""Japan"""
13426,"""Mother Road Pubns""","""Turkey"""
13427,"""Unidad""","""Russia"""
13428,"""Bantam Dell Pub Group""","""France"""
13429,"""Putnam Publishing Group""","""Australia"""
13430,"""St Martins Pr""","""Russia"""
13431,"""Putnam Pub Group""","""Australia"""
13432,"""L�?¼bbe""","""Australia"""
13433,"""Publications International, LTD.""","""Germany"""
13434,"""Wynwood""","""Germany"""
13435,"""Baen Books""","""North Korea"""
13436,"""Editorial Planeta""","""Russia"""
13437,"""Pocket""","""North Korea"""
13438,"""Del Rey Books""","""France"""
13439,"""Thorndike Press""","""Germany"""
13440,"""W Publishing Group""","""Japan"""
13441,"""Original Publications""","""United Kingdom"""
13442,"""Signet Classics""","""North Korea"""
13443,"""Crossway Books""","""Germany"""
13444,"""Running Press Book Publishers""","""Russia"""
13445,"""Countryman Press""","""Brazil"""
13446,"""Siruela""","""Japan"""
13447,"""Penguin Books""","""United Kingdom"""
13448,"""Bertelsmann, M�?¼nchen""","""Turkey"""
13449,"""Grijalbo Mondadori, S.A""","""Spain"""
13450,"""Putnam Pub Group""","""United Kingdom"""
13451,"""Mondadori (IT)""","""United Status"""
13452,"""Mondadori (IT)""","""North Korea"""
13453,"""Grijalbo""","""Japan"""
13454,"""Grijalbo""","""United Status"""
13455,"""Ediciones B""","""Germany"""
13456,"""Zondervan Publishing Company""","""France"""
13457,"""Plaza &amp; Janes Editores, S.A.""","""Italy"""
13458,"""Shambhala""","""China"""
13459,"""Word Books""","""Spain"""
13460,"""Carroll &amp; Graf Publishers""","""China"""
13461,"""Dover Publications""","""North Korea"""
13462,"""Ernst Klett Verlag""","""Turkey"""
13463,"""Harry N Abrams Inc""","""Iran"""
13464,"""Smithmark Pub""","""Iran"""
13465,"""Del Rey Books""","""India"""
13466,"""Penguin Putnam~childrens Hc""","""Italy"""
13467,"""Methuen""","""United Status"""
13468,"""Thorndike Press""","""Brazil"""
13469,"""Kiepenheuer &amp; Witsch""","""China"""
13470,"""Vintage""","""Russia"""
13471,"""St. Martin's Press""","""China"""
13472,"""Oxford University Press""","""France"""
13473,"""Alianza""","""Australia"""
13474,"""Bantam Books (Mm)""","""United Status"""
13475,"""Santillana""","""Iran"""
13476,"""Roc""","""Iran"""
13477,"""New Amer Library (Mm)""","""Russia"""
13478,"""Bristol Park Books""","""Iran"""
13479,"""L'Atalante""","""France"""
13480,"""L'Atalante""","""Italy"""
13481,"""L'Atalante""","""Turkey"""
13482,"""L'Atalante""","""United Kingdom"""
13483,"""L'Atalante""","""Iran"""
13484,"""L'Atalante""","""India"""
13485,"""L'Atalante""","""Brazil"""
13486,"""L'Atalante""","""Australia"""
13487,"""Atalante""","""Brazil"""
13488,"""Livre de Poche""","""United Status"""
13489,"""Pocket""","""United Status"""
13490,"""Bethany House Publishers""","""Russia"""
13491,"""Perennial""","""United Status"""
13492,"""Zebra Books""","""Russia"""
13493,"""Avon Books""","""Japan"""
13494,"""Smithmark Pub""","""Italy"""
13495,"""Universal Sales Marketing""","""Germany"""
13496,"""Cottage Classics""","""Spain"""
13497,"""Philomel Books""","""Russia"""
13498,"""Not Avail""","""Turkey"""
13499,"""Bantam Books""","""United Kingdom"""
13500,"""Jeremy P. Tarcher""","""Turkey"""
13501,"""Headline""","""United Kingdom"""
13502,"""Ace Books""","""Iran"""
13503,"""Scribner""","""Spain"""
13504,"""Reader's Digest Association""","""Japan"""
13505,"""Dell Publishing""","""Russia"""
13506,"""Mandarin""","""United Status"""
13507,"""Trafalgar Square""","""Germany"""
13508,"""Simon &amp; Schuster""","""Iran"""
13509,"""Jonathan Cape""","""China"""
13510,"""Time Warner Audio Major""","""Brazil"""
13511,"""Chronicle Books""","""North Korea"""
13512,"""Walker Books""","""Turkey"""
13513,"""Ballantine Books""","""Brazil"""
13514,"""Methuen Publishing Ltd""","""Germany"""
13515,"""AIMS International Books""","""Iran"""
13516,"""Courage Books""","""United Kingdom"""
13517,"""Random House Children's Books (A Division of Random House Group)""","""India"""
13518,"""Outlet Books Company""","""United Kingdom"""
13519,"""Audio Partners""","""Russia"""
13520,"""Time Warner Audio Major""","""China"""
13521,"""Fodor's Travel Publications""","""United Kingdom"""
13522,"""Bethany House Publishers""","""Iran"""
13523,"""Bethany House Publishers""","""United Kingdom"""
13524,"""Editions 10/18""","""Spain"""
13525,"""45583""","""United Kingdom"""
13526,"""Golden Books""","""Italy"""
13527,"""Lectorum Pubns (J)""","""Brazil"""
13528,"""Random House Audio Publishing Group""","""United Kingdom"""
13529,"""Aladdin""","""Turkey"""
13530,"""Aladdin""","""Italy"""
13531,"""Diogenes Verlag""","""Iran"""
13532,"""Thomas Nelson Inc""","""Iran"""
13533,"""DH Audio""","""India"""
13534,"""W Publishing Group""","""Turkey"""
13535,"""Audio Literature""","""France"""
13536,"""Time Warner Audio Major""","""Iran"""
13537,"""Penguin Books Ltd""","""Turkey"""
13538,"""Seuil""","""Germany"""
13539,"""Simon &amp; Schuster Merchandise &amp;""","""Italy"""
13540,"""Gallimard""","""Germany"""
13541,"""PerfectBound""","""North Korea"""
13542,"""Random House Audio""","""Russia"""
13543,"""Goldmann""","""North Korea"""
13544,"""Random House Audio""","""Brazil"""
13545,"""Zondervan Publishing Company""","""Russia"""
13546,"""Peerage""","""North Korea"""
13547,"""DH Audio""","""United Kingdom"""
13548,"""MacMillan Publishing Company.""","""North Korea"""
13549,"""Gill &amp; Macmillan Ltd""","""North Korea"""
13550,"""Putnam Pub Group""","""Italy"""
13551,"""Penguin Putnam~trade""","""Spain"""
13552,"""Barnes &amp; Noble""","""Australia"""
13553,"""Oxford University Press""","""Russia"""
13554,"""Hamish Hamilton Ltd""","""Iran"""
13555,"""Gollancz""","""Australia"""
13556,"""HarperTrophy""","""Russia"""
13557,"""Trafalgar Square""","""China"""
13558,"""Weidenfeld &amp; Nicolson""","""Russia"""
13559,"""Suhrkamp""","""North Korea"""
13560,"""Puffin Books""","""Italy"""
13561,"""Skylark Books""","""Iran"""
13562,"""Hyperion Press""","""India"""
13563,"""Health Communications""","""Turkey"""
13564,"""Rivages""","""Iran"""
13565,"""St Martins Pr""","""North Korea"""
13566,"""Librairie des Champs-Elys�?©es""","""United Kingdom"""
13567,"""Cartwheel Books""","""Turkey"""
13568,"""Dell Pub. Co""","""Germany"""
13569,"""Puffin Books""","""United Kingdom"""
13570,"""Random House Children's Books""","""France"""
13571,"""L�?¼bbe""","""United Kingdom"""
13572,"""Laurel-Leaf Books""","""Turkey"""
13573,"""Punto De Lectura""","""Turkey"""
13574,"""Penguin Books""","""India"""
13575,"""Berkley Publishing Group""","""Turkey"""
13576,"""Schoenhofsforeign Books Inc""","""India"""
13577,"""Alfaguara Ediciones, S.A. (Spain)""","""Russia"""
13578,"""Mateos Ediciones""","""Iran"""
13579,"""Astran""","""Spain"""
13580,"""Alianza Editorial""","""Iran"""
13581,"""Hyperion Press""","""Italy"""
13582,"""Ivy Books""","""Italy"""
13583,"""Forge Books""","""United Status"""
13584,"""iUniverse""","""France"""
13585,"""Random House Childrens Pub""","""Japan"""
13586,"""Gallimard""","""Australia"""
13587,"""Folio""","""United Kingdom"""
13588,"""Marketing Science Inst""","""Italy"""
13589,"""Librairie des Champs-Elys�?©es""","""Spain"""
13590,"""Berlitz Guides""","""France"""
13591,"""Price Stern Sloan""","""France"""
13592,"""Random House""","""India"""
13593,"""Aladdin""","""India"""
13594,"""Avon Books""","""Spain"""
13595,"""Avon Books""","""Russia"""
13596,"""Ace Books""","""Germany"""
13597,"""Da Capo Press""","""Brazil"""
13598,"""Berkley Publishing Group""","""Russia"""
13599,"""Signet Book""","""United Kingdom"""
13600,"""Penguin Audiobooks""","""India"""
13601,"""Houghton Mifflin Co""","""Iran"""
13602,"""Ladybird Books""","""Iran"""
13603,"""Orchard Books (NY)""","""China"""
13604,"""Steeple Hill""","""Japan"""
13605,"""Bantam Books""","""India"""
13606,"""Pyramid Books""","""Australia"""
13607,"""Pan Macmillan""","""Japan"""
13608,"""Orchard Books (NY)""","""Australia"""
13609,"""Pinnacle Books (Mm)""","""Iran"""
13610,"""Harpercollins Childrens Books""","""Russia"""
13611,"""Pinnacle Books""","""Turkey"""
13612,"""Scholastic Paperbacks (Mm)""","""United Kingdom"""
13613,"""Peninsular Publishing Company""","""China"""
13614,"""Distribooks Inc""","""Germany"""
13615,"""Downtown Book Center""","""Germany"""
13616,"""Tusquets""","""France"""
13617,"""Perennial""","""Japan"""
13618,"""Constable Robinson""","""Japan"""
13619,"""Santillana USA Pub Co Inc""","""Japan"""
13620,"""Plaza &amp; Janes Editores, S.A.""","""Iran"""
13621,"""Penguin Books""","""Italy"""
13622,"""Fodor's Travel Publications""","""Australia"""
13623,"""Barrons Educational Series Inc""","""North Korea"""
13624,"""Bantam Doubleday Dell""","""Brazil"""
13625,"""Tascabili degli Editori Associati (TEA)""","""Australia"""
13626,"""Phoenix mass market p/bk""","""Germany"""
13627,"""Book Sales""","""United Status"""
13628,"""Crescent""","""Germany"""
13629,"""Berkley Pub Group""","""China"""
13630,"""McGraw-Hill""","""Iran"""
13631,"""Doubleday Books""","""China"""
13632,"""Covenant Communications""","""Australia"""
13633,"""Collins""","""Italy"""
13634,"""Simon Schuster Trade""","""United Status"""
13635,"""Senate""","""Spain"""
13636,"""Phoenix mass market p/bk""","""Brazil"""
13637,"""Penguin Books Ltd""","""Japan"""
13638,"""Fourth Estate Ltd""","""Russia"""
13639,"""Dell Publishing""","""Italy"""
13640,"""Wilhelm Heyne Verlag""","""Iran"""
13641,"""Fontana""","""China"""
13642,"""Heyne""","""Brazil"""
13643,"""BRAVA""","""Brazil"""
13644,"""Perennial Currents""","""India"""
13645,"""Harlequin Books""","""Iran"""
13646,"""Carol Publishing Corporation""","""Brazil"""
13647,"""Univ of California Pr""","""North Korea"""
13648,"""Silhouette Books""","""Brazil"""
13649,"""Scholastic Paperbacks""","""Brazil"""
13650,"""Little Apple""","""Iran"""
13651,"""Playmore Inc. Publishers""","""Italy"""
13652,"""Mariner Books""","""Germany"""
13653,"""Scholastic Books""","""Australia"""
13654,"""Seuil""","""Turkey"""
13655,"""Hermann""","""Germany"""
13656,"""Seuil""","""Australia"""
13657,"""Yearling Books""","""Russia"""
13658,"""Konemann""","""China"""
13659,"""Picador USA""","""India"""
13660,"""List""","""Spain"""
13661,"""Harpercollins Juvenile Books""","""Brazil"""
13662,"""Nimbus Publishing Ltd""","""Germany"""
13663,"""Apple (Scholastic)""","""Australia"""
13664,"""New Amer Library""","""Spain"""
13665,"""Diogenes Verlag""","""China"""
13666,"""University of Chicago Press""","""United Status"""
13667,"""Barnes &amp; Noble Books""","""Iran"""
13668,"""Media Books Audio Publishing""","""Russia"""
13669,"""Gallimard""","""Spain"""
13670,"""Yearling Books""","""United Kingdom"""
13671,"""Yearling Books""","""India"""
13672,"""Heyne""","""United Kingdom"""
13673,"""Suhrkamp""","""Iran"""
13674,"""St. Martin's Minotaur""","""China"""
13675,"""Advance Publishers LLC""","""Australia"""
13676,"""Bertelsmann, M�?¼nchen""","""North Korea"""
13677,"""Bertelsmann, M�?¼nchen""","""France"""
13678,"""Heyne""","""China"""
13679,"""LGF""","""Spain"""
13680,"""Distal USA Inc""","""Germany"""
13681,"""Heinemann Educational Books - Secondary Division""","""United Status"""
13682,"""Livre de Poche""","""India"""
13683,"""Silhouette""","""Italy"""
13684,"""St. Martin's Minotaur""","""Turkey"""
13685,"""Alianza""","""Turkey"""
13686,"""J'ai lu""","""Japan"""
13687,"""Viking Penguin Inc""","""Spain"""
13688,"""Gallimard""","""Iran"""
13689,"""Everyman's Library""","""United Status"""
13690,"""Editions Flammarion""","""United Kingdom"""
13691,"""Albin Michel""","""United Status"""
13692,"""Crescent""","""North Korea"""
13693,"""W.W. Norton &amp; Company""","""Japan"""
13694,"""Presses Aventure""","""Spain"""
13695,"""Hachette jeunesse""","""Germany"""
13696,"""Hachette Litt�?©rature""","""Italy"""
13697,"""Berlitz Guides""","""Germany"""
13698,"""Editions 10/18""","""China"""
13699,"""Le Livre de Poche""","""Turkey"""
13700,"""LGF""","""China"""
13701,"""Pocket Books (Mm)""","""India"""
13702,"""Scholastic Paperbacks (T)""","""Brazil"""
13703,"""Robert Laffont""","""Turkey"""
13704,"""University of Queensland Pr (Australia)""","""Brazil"""
13705,"""Bethany House Publishers""","""India"""
13706,"""Fischer (Tb.), Frankfurt""","""India"""
13707,"""Penguin Uk""","""China"""
13708,"""Warner Books""","""Iran"""
13709,"""Harvest House Pub""","""Spain"""
13710,"""Pyramid""","""Russia"""
13711,"""Avon""","""North Korea"""
13712,"""Avon""","""United Status"""
13713,"""Tor Science Fiction""","""Russia"""
13714,"""Spectra Books""","""Brazil"""
13715,"""Farrar, Straus Giroux""","""Spain"""
13716,"""HarperTrophy""","""Australia"""
13717,"""Distribooks Inc""","""Italy"""
13718,"""Fischer (Tb.), Frankfurt""","""Russia"""
13719,"""Dtv""","""Iran"""
13720,"""Anchor""","""China"""
13721,"""Tor Books""","""United Status"""
13722,"""LPC Group""","""Japan"""
13723,"""Cricket Books""","""India"""
13724,"""LPC Group""","""Italy"""
13725,"""J'ai lu""","""India"""
13726,"""Headline""","""Turkey"""
13727,"""Puffin Books""","""Australia"""
13728,"""Bethany House Publishers""","""Australia"""
13729,"""Jewish Publication Society of America""","""United Status"""
13730,"""Lectorum Pubns (Adult)""","""Italy"""
13731,"""Viking""","""Brazil"""
13732,"""Putnam""","""Germany"""
13733,"""University of Queensland Pr (Australia)""","""Iran"""
13734,"""Harper &amp; Collins""","""Iran"""
13735,"""Collins""","""Germany"""
13736,"""Collins""","""Brazil"""
13737,"""Collins""","""United Kingdom"""
13738,"""HarperCollins Publishers""","""France"""
13739,"""Vintage/Ebury (A Division of Random House Group)""","""Turkey"""
13740,"""Pan Books - Macmillan UK""","""China"""
13741,"""Zondervan Publishing Company""","""Germany"""
13742,"""Bantam Doubleday Dell""","""Australia"""
13743,"""Blackstone Audiobooks""","""Russia"""
13744,"""Mandarin""","""Iran"""
13745,"""Fodor's Travel Publications""","""Germany"""
13746,"""Health Communications""","""Japan"""
13747,"""HarperTorch""","""North Korea"""
13748,"""Bantam Doubleday Dell""","""United Kingdom"""
13749,"""Zondervan Publishing Company""","""United Kingdom"""
13750,"""Library of America""","""Australia"""
13751,"""Alfred A. Knopf""","""Iran"""
13752,"""Simon &amp; Schuster""","""Spain"""
13753,"""Diane Pub Co""","""United Kingdom"""
13754,"""Scholastic Paperbacks (Mm)""","""China"""
13755,"""Plaza &amp; Janes Editores, S.A.""","""North Korea"""
13756,"""Wheeler Pub Inc""","""China"""
13757,"""Tyndale House Pub""","""Australia"""
13758,"""Deaf Life Press""","""Iran"""
13759,"""Doubleday Books""","""Iran"""
13760,"""Library of America""","""Russia"""
13761,"""Library of America""","""North Korea"""
13762,"""Reader's Digest Association""","""France"""
13763,"""Penguin Books""","""Spain"""
13764,"""Covenant Communications""","""Italy"""
13765,"""Mark V Ziesing""","""Italy"""
13766,"""Del Rey Books""","""United Kingdom"""
13767,"""Zebra Books""","""United Status"""
13768,"""Brilliance Audio""","""France"""
13769,"""Signet Book""","""Germany"""
13770,"""BRAVA""","""Iran"""
13771,"""Baen""","""Brazil"""
13772,"""Random House Value Pub""","""Russia"""
13773,"""Anchor Pub""","""Russia"""
13774,"""Turtleback Books Distributed by Demco Media""","""United Kingdom"""
13775,"""Penguin Longman Publishing""","""Spain"""
13776,"""Michael Joseph Ltd""","""Italy"""
13777,"""ISIS Publishing""","""Spain"""
13778,"""Dial Books""","""United Kingdom"""
13779,"""W Publishing Group""","""Iran"""
13780,"""Scholastic Inc""","""Italy"""
13781,"""Putnam Publishing Group""","""Spain"""
13782,"""Bantam Books""","""North Korea"""
13783,"""Putnam Publishing Group""","""Russia"""
13784,"""Ulverscroft""","""India"""
13785,"""North Books""","""India"""
13786,"""Arbor House Pub Co""","""United Status"""
13787,"""Harlequin""","""Turkey"""
13788,"""Little Apple Books (Scholastic)""","""United Kingdom"""
13789,"""Puffin Books""","""China"""
13790,"""Little Apple""","""Australia"""
13791,"""Little Apple""","""France"""
13792,"""Reader's Digest Association""","""Brazil"""
13793,"""Book Sales""","""Brazil"""
13794,"""Ivy Books""","""Germany"""
13795,"""Christian Bourgois""","""Australia"""
13796,"""Random House Childrens Pub""","""Italy"""
13797,"""Diogenes Verlag""","""Italy"""
13798,"""Ravette Publishing Ltd""","""Italy"""
13799,"""Ravette Publishing Ltd""","""Spain"""
13800,"""Ravette Publishing Ltd""","""Russia"""
13801,"""Berlitz Guides""","""United Status"""
13802,"""Oxmoor House""","""Iran"""
13803,"""Harcourt""","""Italy"""
13804,"""Scholastic Paperbacks (T)""","""Japan"""
13805,"""Berkley Publishing Group""","""France"""
13806,"""Egmont Childrens Books""","""North Korea"""
13807,"""Walker Books""","""Australia"""
13808,"""Harcourt Children's Books""","""China"""
13809,"""Pan Books - Macmillan UK""","""Turkey"""
13810,"""Harpercollins Library""","""Italy"""
13811,"""Ballantine Books""","""United Status"""
13812,"""Oxford Univ Pr""","""Turkey"""
13813,"""Puffin Books""","""Spain"""
13814,"""Random House Books for Young Readers""","""Russia"""
13815,"""Thomas Nelson""","""Italy"""
13816,"""Touchstone""","""France"""
13817,"""Thomas Nelson""","""India"""
13818,"""LGF""","""Germany"""
13819,"""Tyndale Kids""","""Brazil"""
13820,"""Phoenix House""","""China"""
13821,"""Ravette Publishing Ltd""","""Brazil"""
13822,"""Healthwise""","""Turkey"""
13823,"""Dramatists Play Service Inc""","""Germany"""
13824,"""Puffin Books""","""India"""
13825,"""Aladdin""","""Iran"""
13826,"""Random House Children's Books""","""United Status"""
13827,"""Sagebrush Bound""","""India"""
13828,"""Berkley Pub Group""","""France"""
13829,"""Dover Publications""","""Spain"""
13830,"""Terre de brume""","""Italy"""
13831,"""45583""","""Iran"""
13832,"""Editions Flammarion""","""India"""
13833,"""Distribooks""","""France"""
13834,"""Simon Pulse""","""Brazil"""
13835,"""Doubleday Books""","""Japan"""
13836,"""Sagebrush Bound""","""Russia"""
13837,"""Ecco""","""United Status"""
13838,"""Readers Digest Association Inc""","""Japan"""
13839,"""Osborne Publishing""","""Australia"""
13840,"""Storey Publishing""","""China"""
13841,"""Creative Education Inc""","""United Kingdom"""
13842,"""Western Publishing Company""","""Italy"""
13843,"""Walt Disney Records &amp; Audio""","""Italy"""
13844,"""Walt Disney Records &amp; Audio""","""Japan"""
13845,"""Hodder Stoughton Ltd(england""","""Iran"""
13846,"""Editorial Edaf, S.A.""","""Japan"""
13847,"""Candlewick Press (MA)""","""Italy"""
13848,"""Alfred A. Knopf""","""North Korea"""
13849,"""Putnam Publishing Group""","""Italy"""
13850,"""Audio Partners""","""Iran"""
13851,"""WestBow Press""","""Iran"""
13852,"""Chronicle Books Llc""","""Iran"""
13853,"""Harpercollins Juvenile Books""","""Iran"""
13854,"""Digital Scanning""","""North Korea"""
13855,"""University of California Press""","""China"""
13856,"""Signet Classics""","""United Kingdom"""
13857,"""Simon &amp; Schuster (Trade Division)""","""Australia"""
13858,"""Readers Digest""","""Russia"""
13859,"""Tor Science Fiction""","""Turkey"""
13860,"""Harpercollins Juvenile Books""","""China"""
13861,"""Barbour Pub Inc""","""United Kingdom"""
13862,"""Penguin Books Ltd""","""India"""
13863,"""Errepar""","""Iran"""
13864,"""Dell""","""Turkey"""
13865,"""Barbour Publishing""","""Iran"""
13866,"""Loveswept""","""Spain"""
13867,"""Planeta""","""Brazil"""
13868,"""Hyperion Books for Children""","""Iran"""
13869,"""HCI Espanol""","""India"""
13870,"""Alba""","""Iran"""
13871,"""Heartquest""","""Iran"""
13872,"""Harvest Books""","""Turkey"""
13873,"""Hot Off the Pr""","""Brazil"""
13874,"""Dk Pub""","""Spain"""
13875,"""New Star Media Inc""","""Spain"""
13876,"""Sterling Publishing""","""China"""
13877,"""Wilhelm Heyne Verlag GmbH &amp; Co KG""","""France"""
13878,"""Eclipse Books""","""Turkey"""
13879,"""W Publishing Group""","""Brazil"""
13880,"""Luchterhand""","""Germany"""
13881,"""William Morrow &amp; Company""","""United Kingdom"""
13882,"""Harvest House Publishers""","""United Kingdom"""
13883,"""New Amer Library Classics""","""United Status"""
13884,"""Eric Dobby Publishing Ltd""","""Turkey"""
13885,"""Golden Books""","""Spain"""
13886,"""MTV""","""United Status"""
13887,"""Tor Classics""","""Russia"""
13888,"""St. Martin's Press""","""Italy"""
13889,"""Harpercollins""","""Brazil"""
13890,"""University of Chicago Press""","""China"""
13891,"""Hackett Publishing Company""","""United Kingdom"""
13892,"""Beacon Press""","""India"""
13893,"""Troll Communications""","""France"""
13894,"""Harpercollins Childrens Books""","""North Korea"""
13895,"""Harpercollins Childrens Books""","""United Status"""
13896,"""Mille et une nuits""","""India"""
13897,"""Verso""","""Australia"""
13898,"""Vintage Books USA""","""Russia"""
13899,"""Houghton Mifflin Company""","""France"""
13900,"""Rourke Pub Group""","""Iran"""
13901,"""Sweet Valley""","""North Korea"""
13902,"""Rourke Pub Group""","""United Status"""
13903,"""Penguin Putnam~trade""","""United Kingdom"""
13904,"""Rourke Pub Group""","""Australia"""
13905,"""Rourke Pub Group""","""China"""
13906,"""Disney Pr""","""Germany"""
13907,"""Penguin Books""","""Brazil"""
13908,"""Orca Book Publishers""","""France"""
13909,"""Perfection Learning""","""Brazil"""
13910,"""HarperFestival""","""Russia"""
13911,"""Troll Communications""","""United Kingdom"""
13912,"""Fireside""","""Iran"""
13913,"""Houghton Mifflin Company""","""Spain"""
13914,"""Troll Communications""","""Brazil"""
13915,"""Goldmann""","""Turkey"""
13916,"""Bt Bound""","""Turkey"""
13917,"""David R Godine Pub""","""Australia"""
13918,"""Price Stern Sloan Pub (J)""","""North Korea"""
13919,"""Penguin""","""United Status"""
13920,"""Ty Crowell Co""","""Italy"""
13921,"""Simon Spotlight""","""Iran"""
13922,"""scholastic Apple Paperbacks""","""Italy"""
13923,"""American Value Tales""","""United Kingdom"""
13924,"""Alfred A. Knopf""","""Australia"""
13925,"""Orion Publishing Co""","""Iran"""
13926,"""Pocket (FR)""","""Spain"""
13927,"""Signet Book""","""India"""
13928,"""Thames &amp; Hudson""","""North Korea"""
13929,"""Luchterhand Literaturverlag""","""North Korea"""
13930,"""Margaret K. McElderry""","""India"""
13931,"""Onyx Books""","""Brazil"""
13932,"""Plaza &amp; Janes Editores, S.A.""","""Spain"""
13933,"""Harvill Press""","""France"""
13934,"""Editions 10/18""","""Australia"""
13935,"""Alfaguara Ediciones, S.A. (Spain)""","""Australia"""
13936,"""Prentice Hall""","""United Kingdom"""
13937,"""Island Nation Press""","""Japan"""
13938,"""Bertelsmann Verlag GmbH (Belletristik, Kinder- u. Jugendbuch) Sachbuch""","""North Korea"""
13939,"""HarperTrophy""","""North Korea"""
13940,"""Egmont Franz Schneider Verlag""","""Brazil"""
13941,"""Trumpet""","""Italy"""
13942,"""Harper Mass Market Paperbacks""","""United Status"""
13943,"""Zebra Books""","""North Korea"""
13944,"""Dell Publishing Company""","""Italy"""
13945,"""HCI""","""United Kingdom"""
13946,"""Dtv""","""Brazil"""
13947,"""Thomas Dunne Books""","""Iran"""
13948,"""Aims Intl Books""","""France"""
13949,"""Apple (Scholastic)""","""France"""
13950,"""Pan Books Ltd""","""North Korea"""
13951,"""Penguin Putnam~childrens Hc""","""Iran"""
13952,"""Time-Life Books""","""Germany"""
13953,"""Transworld Publishers Ltd""","""Russia"""
13954,"""Apple""","""Japan"""
13955,"""Simon &amp; Schuster""","""Italy"""
13956,"""Smithmark Pub""","""United Status"""
13957,"""Penguin Books""","""North Korea"""
13958,"""Dover Pubns""","""United Status"""
13959,"""Tor Books""","""Russia"""
13960,"""Readers Digest""","""North Korea"""
13961,"""Nexus (UK)""","""Germany"""
13962,"""Worldwide Church Of God""","""Turkey"""
13963,"""W W Norton &amp; Co Inc""","""North Korea"""
13964,"""Parents' Magazine Press""","""United Kingdom"""
13965,"""Lb May &amp; Assoc Inc""","""Italy"""
13966,"""Kensington Pub Corp (Mm)""","""India"""
13967,"""Apple""","""Australia"""
13968,"""Barnes &amp; Noble Books-Imports""","""Brazil"""
13969,"""Random House Large Print Publishing""","""France"""
13970,"""Orion""","""Japan"""
13971,"""Avon""","""Germany"""
13972,"""Yearling Books""","""Australia"""
13973,"""Golden Books""","""France"""
13974,"""Perennial""","""Italy"""
13975,"""W Publishing Group""","""France"""
13976,"""Editions de Minuit""","""India"""
13977,"""Diamond/Charter""","""United Kingdom"""
13978,"""Oxford University Press""","""Iran"""
13979,"""Health Communications""","""France"""
13980,"""Viking Press Inc""","""Australia"""
13981,"""Berkley Pub Group""","""Germany"""
13982,"""Berkley Publishing Group""","""North Korea"""
13983,"""Manning Publications""","""India"""
13984,"""Derrydale Books""","""United Status"""
13985,"""Goldmann""","""United Kingdom"""
13986,"""Horizon Book Promotions""","""Germany"""
