BookID,Book-Title,Instock,Year-Of-Publication,Publisher_ID
37122,"""The Ship Who Sang""",450,2001,14484
37123,"""In Morocco (Ecco Travels)""",314,1996,14704
37124,"""Tales of Poe a Selection and Condensation (Best Loved Books for Young Readers)""",343,1989,13838
37125,"""Advanced Oracle Tuning and Administration""",215,1996,13839
37126,"""Teach Us Amelia Bedelia""",309,1986,12557
37127,"""Natural Babycare: Pure and Soothing Recipes and Techniques for Mothers and Babies (Natural Health and Beauty Series)""",301,1997,13840
37128,"""Clifford's First Halloween (Clifford, the Big Red Dog)""",81,1995,12557
37129,"""Serendipity (Serendipity Book)""",288,1981,13841
37130,"""Very Scary Jack O Lantern (Glows in the Dark)""",292,1999,12557
37131,"""Donald Duck: The Fair Fiasco""",221,1985,13842
37132,"""Aladdin: Iago Returns; Read Along, with Book: Read Along, with Book""",164,1994,15018
37133,"""The Fox and the Hound/Book and Cassette""",431,1990,15018
37134,"""Dolores Claiborne""",494,0,13845
37135,"""Cuentos de horror""",140,2001,14452
37136,"""Fairyland: A Novel""",102,1990,14693
37137,"""Lady Lollipop""",224,2003,14278
37138,"""YEAR AFTER CHILDBIRTH""",246,1994,14544
37139,"""Amazing Bats (Eyewitness Juniors, No 13)""",223,1991,13924
37140,"""And Then There Were None""",127,1985,14949
37141,"""Bowdrie""",389,1983,13782
37142,"""Adventures of Huckleberry Finn""",270,1999,14760
37143,"""Red Bird A Novel &lt;br>book Three In The Praire Winds Series""",241,1997,14769
37144,"""Life on the Mississippi (Dover Thrift Editions)""",200,2000,13829
37145,"""Jumping Frog""",92,1987,13852
37146,"""Adventures of Huckleberry Finn""",327,1965,14953
37147,"""Prince and the Pauper""",290,1982,13782
37148,"""The Prince and the Pauper (Children's Thrift Classics)""",263,1997,13829
37149,"""The Prince and the Pauper""",354,2001,14683
37150,"""Adventures of Huckleberry Finn (Mark Twain Library)""",79,2001,15010
37151,"""The Prince and the Pauper: A Tale for Young People of All Ages (Signet Classics (Paperback))""",335,2002,14393
37152,"""Benjamin Franklin: The Autobiography and Other Writings""",464,2001,14762
37153,"""The Adventures of Tom Sawyer (Modern Library Classics)""",128,2001,14772
37154,"""Adventures of Tom Sawyer""",498,0,14762
37155,"""The Mousetrap and Other Plays (Miss Marple Mysteries (Paperback))""",97,2000,14762
37156,"""Shadows over Stonewycke (Stonewycke Legacy, Book 2)""",212,1988,13728
37157,"""Mr. Potter's Pet""",209,1997,14725
37158,"""Clifford's Class Trip (Clifford)""",468,2003,12557
37159,"""Marriage In Mind (The Marriage Pledge) (Romance, 3627 : the Marriage Pledge)""",391,2000,13787
37160,"""The NUMA Files 2: Blue Gold (A Novel from the NUMA Files)""",330,2001,14716
37161,"""A-Z of Annuals, Biennials &amp; Bulbs (Successful Gardening)""",371,1997,14526
37162,"""Stacey's Big Crush (Baby-Sitters Club, 65)""",144,1993,12557
37163,"""Spherical Harmonic (The Saga of the Skolian Empire)""",346,2002,14337
37164,"""One Step Ahead (Harlequin Intrigue, No 24)""",109,1985,13787
37165,"""Class Play (Kids in Ms Colman's Class, No 3)""",101,1996,14080
37166,"""When the Woods Hum""",142,1991,14953
37167,"""Flat Stanley""",376,1974,12557
37168,"""Thursday Trials (Juli Scott Super Sleuth , No 4)""",107,1998,13861
37169,"""Caledon of the Mists""",135,1994,14938
37170,"""Lord Arthur Savile's Crime (Penguin Popular Classics)""",258,1994,14346
37171,"""Mejores Poemas de Amor, Los""",226,1999,13863
37172,"""The Marriage Bed""",240,1996,13864
37173,"""Frontiers: Four Inspirational Love Stories from America's Western Frontier (Inspirational Romance Collections)""",226,2000,14679
37174,"""Scarlet Butterfly (Loveswept, No 571)""",153,1992,14752
37175,"""Inocencia Tragica""",451,2000,14445
37176,"""Sopa de pollo para el alma de la madre: relatos que conmueven el corazón y ponen fuego en el espíritu""",357,1998,14308
37177,"""The Doll People""",146,2000,14725
37178,"""Sopa de pollo para el alma: relatos que conmueven el corazón y ponen fuego en el espíritu""",183,1995,13869
37179,"""The Visiting Professor""",290,1994,14624
37180,"""The Big Knockover: Selected Stories and Short Novels (Vintage Crime)""",357,1994,14960
37181,"""Mujercitas (Coleccion)""",116,1999,13870
37182,"""Die Antwort der H�?¶lle. Roman.""",273,1991,14611
37183,"""The Arabian Love-Child  (Hot-Blooded Husbands)""",186,2002,13787
37184,"""A Taste of Honey""",230,1995,14971
37185,"""Hope (Brides of the West 1872, Book 3)""",463,1999,13871
37186,"""The Incredible Worlds Of Wally Mcdoogle: #10 My Life As A Toasted Time Traveler""",261,1996,13817
37187,"""Catapult: Harry and I Build a Siege Weapon""",236,1997,14697
37188,"""A Floral Designer's Notebook of Bows &amp; Basics""",180,1993,13873
37189,"""Look Closer: Desert Life""",169,1992,14688
37190,"""Crystal Singer""",482,1991,14108
37191,"""True Colors (Country Living)""",436,1997,14790
37192,"""Baby Quilt (That'S My Baby!) (Special Edition, 1327)""",201,2000,14943
37193,"""Blut Im Morgengrauen""",97,1998,13877
37194,"""Thank You, Amelia Bedelia (I Can Read Book 2)""",128,1993,13939
37195,"""Dragonflight: Book 1 (Dragonflight)""",50,1991,13878
37196,"""How I Got My Shrunken Head (Goosebumps Series)""",177,2003,14080
37197,"""Answers to Life's Problems""",387,1994,14907
37198,"""Verliebt, oder?: Erzählungen (Sammlung Luchterhand ; 485)""",328,1983,13880
37199,"""A Southern Family""",37,1987,14812
37200,"""White Women, Black Men: Illicit Sex in the Nineteenth-Century South""",449,1999,13291
37201,"""Love to Eat, Hate to Eat""",156,1999,14810
37202,"""Picture of Dorian Gray and Selected Stories""",48,1989,13883
37203,"""Before It's Too Late: Working With Substance Abuse in the Family (A Norton Professional Book)""",39,1989,14159
37204,"""Battle Born""",408,1999,13782
37205,"""The Wine Drinker's Almanac (Food and Drink)""",345,1994,13884
37206,"""Attack of the Vampire Worms (Ghosts of Fear Street #33)""",109,1998,14085
37207,"""Beavis Butthead Chicken Soup For The Butt : A Guide To Finding Your Inner Butt (MTV's Beavis &amp; Butt-Head)""",195,1998,13886
37208,"""Blanche Knott's Book of Truly Tasteless Etiquette""",156,1987,14456
37209,"""Blanche Knott's Book of Truly Tasteless Anatomy Jokes, Vol. 2""",131,1995,14863
37210,"""The Story of Dr. Dolittle (Tor Classics)""",238,1998,13887
37211,"""Blanche Knott's Truly Tasteless Jokes IV (Truly Tasteless Jokes)""",342,1991,14456
37212,"""Truly Tasteless Jokes 7""",65,1987,14863
37213,"""Blanche Knott's Truly Tastless Jokes V (Truly Tasteless Jokes)""",91,1985,14456
37214,"""Stacey's Problem (Baby-Sitters Club Friends Forever, 10)""",351,2000,12557
37215,"""Mary Anne's Revenge (Baby-Sitters Club Friends Forever, 8)""",127,2000,12557
37216,"""The Two Deaths of Quincas Wateryell""",123,1988,14693
37217,"""Charismatic Capitalism: Direct Selling Organizations in America""",397,1990,13890
37218,"""Stacey's Ex-Best Friend (Baby-Sitters Club, 51)""",400,1992,12557
37219,"""Antigone""",52,2001,13891
37220,"""Kristy for President (Baby-Sitters Club, 53)""",99,1992,12557
37221,"""The Theory of Communicative Action, Volume 2 : Lifeword and System: A Critique of Functionalist Reason""",177,1985,13892
37222,"""Legitimation Crisis""",470,1975,13892
37223,"""Haunted Athletes: True Ghost Stories (True Ghost Stories)""",418,1997,15019
37224,"""Under the Lilacs""",262,1988,15019
37225,"""Garfield Treasury""",498,1982,14212
37226,"""Lucas Gets Hurt (Boyfriends and Girlfriends No 7)""",468,1994,14641
37227,"""What Zoey Saw (Boyfriends Girlfriends, No 6)""",360,1994,14641
37228,"""Aphorismes""",440,1997,13896
37229,"""Abby and the Best Kid Ever (Baby-Sitters Club, 116)""",161,1998,12557
37230,"""The Wages of Whiteness: Race and the Making of the American Working Class (Haymarket (Paperback))""",494,1999,13897
37231,"""Young Goodman Brown and Other Tales (Oxford World's Classics)""",383,1999,14780
37232,"""The second Garfield treasury""",145,1983,14212
37233,"""Mutacion Fatal (Escalofrios/Goosebumps)""",457,2000,12557
37234,"""The Destructive War: William Tecumseh Sherman, Stonewall Jackson, and the Americans (Vintage Civil War Library)""",280,1993,14960
37235,"""A Paper Marriage   High Society Brides (Larger Print, 609)""",226,2003,13787
37236,"""Selected Shorter Writings of Mark Twain (Riverside Editions, A58)""",54,1980,14656
37237,"""An Accidental Engagement""",321,2003,13787
37238,"""The Haunted Barn (The Screech Owl Mysteries)""",198,1994,13905
37239,"""The Case of the Secret Santa (Sweet Valley Kids Super Snooper, No. 1)""",113,1990,14896
37240,"""The Smuggler's Secret (Screech Owl Mysteries)""",48,1994,13905
37241,"""The Candy Bandit (Screech Owl Mysteries)""",417,1994,13905
37242,"""Damias Children and the Hive 3 (Rowan)""",498,1993,14162
37243,"""Her Marriage Secret  (Tango)""",48,2003,13787
37244,"""Accidential Bride  (The Austrailians)""",398,2003,13787
37245,"""Our Golda: The Story of Golda Meir (Women of Our Time)""",72,1986,14890
37246,"""Trapped in the Circus of Fear (Give Yourself Goosebumps Special Edition, No 3)""",267,1998,14435
37247,"""The Blanket Burglar (Screech Owl Mysteries)""",86,1994,13905
37248,"""Here Comes Garfield""",498,1982,14212
37249,"""The Rainbow Monster (The Screech Owl Mysteries)""",420,1994,13905
37250,"""Sweet Smell of Success: The Short Fiction of Ernest Lehman""",57,2000,14843
37251,"""Garfield Hogs the Spotlight (Garfield (Numbered Paperback))""",164,2000,14212
37252,"""The Pirate's Treasure (Screech Owl Mysteries)""",168,1994,13905
37253,"""Walt Disney's Bambi (Illustrated Classic Series)""",217,1993,14243
37254,"""The Swoose""",248,1994,14725
37255,"""The Narrative of Arthur Gordon Pym of Nantucket (Penguin Classics)""",174,1999,14368
37256,"""Approaching Hoofbeats: The Four Horsemen of the Apocalypse""",236,1984,14907
37257,"""Back to the Cabin""",69,1997,13908
37258,"""3RD GIRL (Hercule Poirot Mysteries (Paperback))""",61,1982,14110
37259,"""Tales of Edgar Alan Poe""",193,1999,13909
37260,"""Spider-Man: Your Friendly Neighborhood Spider-Man""",166,2002,13910
37261,"""Garfield's Big Book of Excellent Excuses""",215,2000,15019
37262,"""Misery""",125,2002,14596
37263,"""Garfield and the Beast in the Basement (Planet Reader, Chapter Book)""",160,1998,15019
37264,"""Serenissima: A Novel of Venice""",361,1987,14656
37265,"""Wintersonnenwende. (Ab 12 J.).""",309,2000,14774
37266,"""The Haunted Graveyard and Other True Ghost Stories""",228,1996,15019
37267,"""Judgment Day""",289,1989,14935
37268,"""Mummenschanz. Ein Roman von der bizarren Scheibenwelt.""",249,1997,14576
37269,"""Hot Money""",188,1999,13916
37270,"""LIFE LAUGHS LAST""",269,1989,14784
37271,"""PASENGER TO FRNKRT""",64,1979,14110
37272,"""The Murder at the Vicarage""",360,1984,14692
37273,"""Jubiaba""",146,1989,14693
37274,"""Pen, Sword, Camisole: A Fable to Kindle a Hope""",119,1985,13917
37275,"""Lady Rose (Serendipity)""",47,1990,13918
37276,"""Tereza Batista: Home from the Wars""",414,1975,14624
37277,"""The War of the Saints""",139,1993,14297
37278,"""The Well""",161,1986,14408
37279,"""Souls Belated (Penguin Classics 60s)""",167,1995,13919
37280,"""Horse of Two Colors""",227,1969,13920
37281,"""Star Spangled Babies""",464,1999,13921
37282,"""Monster of the Month Club""",365,1995,13922
37283,"""Jacob JingleHinder (Earth angels)""",287,1995,13923
37284,"""Ug: Boy Genius of the Stone Age and His Search for Soft Trousers""",457,2002,13924
37285,"""Fungus the bogeyman""",440,1979,14748
37286,"""Zarathustra (Phoenix 60p Paperbacks)""",276,1995,14184
37287,"""Catch A Dream (Harlequin Romance, No 2945)""",279,1988,13787
37288,"""Aussi Profond Que L'Ocean / The Deep End of the Ocean""",199,1999,14490
37289,"""Christ in Concrete""",361,1993,14762
37290,"""Pop Art (World of Art)""",453,1985,13928
37291,"""Das gr�?¼ne Akkordeon.""",375,1997,13929
37292,"""The Grey King""",414,1975,14506
37293,"""The Pact""",351,1998,14997
37294,"""Right Boy, Wrong Girl (First Kiss, No 5)""",272,1988,14869
37295,"""In einer kleinen Stadt. Needful Things. Roman.""",122,2003,14832
37296,"""El Resplandor/the Shining""",352,1982,14833
37297,"""Consequences of the Heart (Panther S.)""",474,2001,13933
37298,"""Des ailes au-dessus du Diamantina""",251,1996,13994
37299,"""Geografias (Alfaguara Bolsillo)""",86,1998,13935
37300,"""Ring For Cinderella (Lucky Charm Sisters) (Silhouette Romance, 1356 : Lucky Charm Sisters)""",117,1999,14943
37301,"""AMATEUR""",304,1981,14784
37302,"""After the Fall : A Play in Two Acts""",493,1980,14368
37303,"""The Dragonriders of Pern: Dragonflight, Dragonquest, the White Dragon (Pern)""",494,1999,14484
37304,"""Debating Points: Marriage and Family Issues""",299,2000,14766
37305,"""Memories""",300,1978,14759
37306,"""Heart at Work: Stories and Strategies for Building Self-Esteem and Reawakening the Soul at Work""",435,1998,13630
37307,"""G�?¤nsehaut 28. Der Kopf mit den gl�?¼henden Augen. ( Ab 10 J.).""",322,1998,13938
37308,"""The Mouse Rap""",404,1992,13939
37309,"""Tina und Tini, Bd.14, Das Geheimnis der rotgelben Spinne""",472,1985,14920
37310,"""Never Spit on Your Shoes""",427,1990,13941
37311,"""Nemesis""",437,1992,14008
37312,"""Vision. Roman.""",311,1993,14726
37313,"""Attitude (Portraits, No 2)""",35,1990,14866
37314,"""Moonlit Magic""",182,1986,14223
37315,"""Avenging Angel""",321,1991,13944
37316,"""Chicken Soup for the Ocean Lover's Soul""",338,2003,14564
37317,"""Mary Anne and Camp Bsc (Baby-Sitters Club, 86)""",493,1995,12557
37318,"""Das Bildnis des Dorian Gray. Roman.""",109,1997,14357
37319,"""Ein Winter auf Mallorca.""",42,1998,14357
37320,"""Recipe for Romance (Wildfire, No 80)""",127,1986,12557
37321,"""The Bus Driver Who Wanted to Be God: And Other Stories""",382,2001,14615
37322,"""Ojos De Fuego""",187,1996,13948
37323,"""Die Stra�?�?e.""",372,1999,14881
37324,"""Karen's Show and Share (Baby-Sitters Little Sister, 109)""",53,1999,12557
37325,"""Abby in Wonderland (Baby-Sitters Club, 121)""",402,1998,14435
37326,"""Money Magic/Marriag""",361,1980,13355
37327,"""Perfectionists""",490,0,13950
37328,"""Reader's Digest Complete Do It Yourself Manual""",197,1973,14322
37329,"""Arms and Equipment of the Confederacy (Echoes of Glory)""",202,1992,14361
37330,"""Tower/Hive #4: Lyon's Pride (TOWER)""",395,0,13953
37331,"""Lost in Stinkeye Swamp (Give Yourself Goosebumps, No 24)""",439,1997,14568
37332,"""Deep Six""",316,1984,14784
37333,"""Miller's Court""",97,1984,14276
37334,"""The Crucible: Text and Criticism (Viking Critical Library)""",442,1996,14368
37335,"""Revenge of the Lawn Gnomes (Goosebumps)""",443,1996,15018
37336,"""Little Men (Dover Children's Thrift Classics)""",291,1997,13958
37337,"""The Ghost of the Revelator (Ghost trilogy)""",255,1998,14785
37338,"""Leftover Dreams""",26,1992,14297
37339,"""Illustrated Guide to Ireland""",343,1992,14526
37340,"""Springtown (Harlequin Historical, No 151)""",435,1992,13787
37341,"""Accidents Will Happen (Nexus)""",127,2001,13961
37342,"""Till Armageddon""",313,0,13962
37343,"""The Scarlet Letter (Norton Critical Edition)""",314,1978,13963
37344,"""The hat""",425,1970,13964
37345,"""De Profundis: The Ballad of Reading Gaol and Other Writings""",34,1999,13965
37346,"""Iceberg""",451,1977,13782
37347,"""A New Dawn over Devon (The Secrets of Heathersleigh Hall, 4)""",112,2001,13728
37348,"""Living on the Ragged Edge""",449,1988,13782
37349,"""Love's Fiery Jewel""",499,1982,14792
37350,"""Checkout Time at the Dead-End Hotel (Give Yourself Goosebumps, No 27)""",123,1998,14568
37351,"""The House of Mirth (Barnes &amp; Noble Classics)""",416,2003,14125
37352,"""A Walk to Remember""",77,2000,14638
37353,"""The Maltese Falcon (Crime Masterworks S.)""",95,2002,13970
37354,"""The Nightmare Room #9: Camp Nowhere (Nightmare Room)""",366,2001,14998
37355,"""10 LITTLE INDIANS""",103,1982,14110
37356,"""Haunted House""",102,1981,14892
37357,"""Garfield on the Farm""",198,1990,14085
37358,"""William E. Donoghue's Lifetime Financial Planner: Straight Talk about Your Money Decisions""",456,1988,14935
37359,"""The Holy Spirit: Activating God's Power in Your Life""",29,1997,14907
37360,"""La télévision: [roman]""",177,1997,13976
37361,"""The Trail to Seven Pines: A Hopalong Cassidy Novel""",364,1992,14297
37362,"""Lucifer's Hammer""",436,1998,13766
37363,"""Ashes to Ashes""",336,1992,13977
37364,"""Canterville Ghost and Other Stories (Oxford Progressive English Readers)""",183,1993,14780
37365,"""One-Eyed Cat""",187,2000,14633
37366,"""Chicken Soup for the Soul at Work (Chicken Soup for the Soul Series (Cloth))""",265,1996,14308
37367,"""Buccaneers""",203,0,13980
37368,"""A Tapestry of Dreams (Jernaeve Chronicles, Vol 1)""",222,1985,14306
37369,"""1,001 Great Jokes/from the Delightfully Droll to the Truly Tasteless""",409,1992,14762
37370,"""Fair Blows the Wind""",226,1982,13782
37371,"""Regeneration: The Search (Regeneration)""",209,2000,14692
37372,"""Bitter Java""",113,2002,13983
37373,"""Es gibt kein anderes Leben.""",283,1996,14611
37374,"""What Do Women Want? Bread, Roses, Sex, Power""",121,1998,14970
37375,"""The Selfish Giant""",143,2001,13984
37376,"""Fodors Austria 1990""",250,1989,14749
37377,"""The Time Raider (Twist a Plot)""",427,1995,14619
37378,"""Night of a Thousand Claws (Give Yourself Goosebumps, No 28)""",351,1998,14568
37379,"""The Twisted Tale of Tiki Island (Give Yourself Goosebumps, No 21)""",161,1997,12557
37380,"""St�?¤hlerne Schatten.""",423,1998,14576
37381,"""Say Cheese And Die--Again! (Goosebumps Series)""",323,2004,12557
37382,"""Garfield Takes the Cake (Garfield (Numbered Hardcover))""",127,1999,14484
37383,"""Poe's Tales of Mystery and Imagination""",57,1989,13986
37384,"""Out of It : A Cultural History of Intoxication""",354,2002,13987
37385,"""A Writer's House in Wales (National Geographic Directions)""",45,2002,14246
37386,"""My Life with the Chimpanzees""",472,2001,14164
37387,"""Rechicero""",284,1999,15016
37388,"""Novelas Ejemplares 1""",426,0,13990
37389,"""Dead Cert""",207,2000,13355
37390,"""The Declaration of Something Mysterious: Jesus' Courage and Communication of the Truth (Bible Study Guide)""",409,1995,14907
37391,"""Israel, My Beloved: A Novel""",90,1996,13992
37392,"""The Consummation Of Something Miraculous (Bible Study)""",491,1995,14907
37393,"""Petits malentendus sans importance""",241,1989,13994
37394,"""Touching Fire: Erotic Writings by Women""",267,1990,14770
37395,"""Adrift on the Nile""",425,1994,14373
37396,"""The Boomerang Clue""",340,1984,14692
37397,"""CAT AMONG PIGEONS""",461,1980,14110
37398,"""EVIL UNDER THE SUN""",174,1983,14110
37399,"""Billy Graham, the Inspirational Writings: Peace with God, the Secret of Happiness, Answers to Life's Problems""",384,1995,14052
37400,"""Jamie Macleod Highland Lass (The Highland Collection Book I)""",94,1987,14425
37401,"""Robbie Taggart: Highland Sailor (Highland Collection, 2)""",35,1987,14425
37402,"""Devotions to the Holy Spirit""",412,0,14001
37403,"""Jane Brody's Good Seafood Book""",271,1994,14159
37404,"""Works of Louisa May Alcott""",261,1983,14230
37405,"""Hombrecitos""",207,1995,14003
37406,"""Mr. President: A Book of U.S. Presidents""",31,1989,12557
37407,"""Hard Currency""",319,1995,14866
37408,"""Ninety Degrees North: The Quest for the North Pole""",368,2002,14570
37409,"""A Light in the Storm: A Novel""",210,2000,14197
37410,"""Allons voir plus loin, veux-tu ?""",136,2002,13656
37411,"""Die volle Wahrheit. Ein weiteres Abenteuer von der bizarren Scheibenwelt.""",386,2001,14576
37412,"""Jane Brody's Good Food Book: Living the High-Carbohydrate Way""",123,1990,15014
37413,"""Peephole Rhymes (Peephole Books)""",41,2001,14884
37414,"""Requiem""",205,1997,14005
37415,"""Das Weihnachtsgeheimnis.""",141,1998,14548
37416,"""La Borra de Cafe""",496,2000,14007
37417,"""Clifford Takes a Trip""",245,1991,14131
37418,"""The Mousetrap and Other Plays""",220,1993,14008
37419,"""Sharing Secrets""",355,1988,15014
37420,"""The Woman Who Walked into Doors""",175,1996,14166
37421,"""Tales of Ancient Greece (Enid Byton, Myths and Legends)""",448,1998,14010
37422,"""Life Lessons For Women: 7 Essential Ingredients for a Balanced Life""",251,2004,14564
37423,"""Plymouth Pioneers (The American Adventure #2)""",481,1998,14679
37424,"""Home Sweet Homicide""",394,1991,14306
37425,"""Days of Crime and Roses""",95,1992,14306
37426,"""The Dain curse""",41,1972,14582
37427,"""Passion's Captive""",204,1991,13944
37428,"""Find Your Purpose, Change Your Life : Getting to the Heart of Your Life's Mission""",39,2001,14015
37429,"""Biblical Affirmations of Woman""",456,1979,14016
37430,"""The Crucible.""",227,1999,14017
37431,"""Tales of Known Space""",460,1975,14212
37432,"""Alchemy and Academe""",113,1980,13766
37433,"""Deceived (Jennie Mcgrady Mystery, No 4)""",421,1994,13728
37434,"""The Fifth Miracle : The Search for the Origin and Meaning of Life""",210,1999,14784
37435,"""Over the Edge (Jennie Mcgrady Mysteries)""",314,1997,13728
37436,"""Claudia'S Shadow""",323,1996,14981
37437,"""Bedazzled (Skye's Legacy)""",233,1999,14846
37438,"""Francine Prince's New Jewish Cuisine: More Than 175 Recipes for Holidays and Every Day""",118,1992,14020
37439,"""A Cold Red Sunrise: An Inspector Porfiry Rostnikov Mystery""",272,2000,14021
37440,"""The Buttercup Farm Family""",485,1997,14022
37441,"""The orchard thieves""",79,1995,14023
37442,"""Matter of Wales: Epic Views of a Small Country""",244,1986,14780
37443,"""Dazzling Brightness""",336,1994,14379
37444,"""The Three Little Pigs (Puffin Easy-to-Read, Level 2)""",302,1995,14890
37445,"""Fire Lord (Daw Book Collectors)""",425,1989,14067
37446,"""The Scarlet Letter: A Romance""",107,1995,14026
37447,"""The Light in Exile""",165,1989,14067
37448,"""The unforgiving minutes""",213,1988,14863
37449,"""Show Stopper""",288,1992,14029
37450,"""Original Sin""",90,1991,14029
37451,"""Murder at the War: A Modern-Day Mystery With a Medieval Setting""",128,1987,14456
37452,"""Ashes to Ashes""",332,1988,13986
37453,"""Louisa May Alcott's Christmas Treasury: The Complete Christmas Collection""",310,2002,14031
37454,"""Clifford and the Big Storm""",400,1995,12557
37455,"""BEACHES BOYS AND BETRAYAL: SUMMER #6 (SUMMER)""",399,1996,14034
37456,"""AUGUST MAGIC (SUMMER 3) : AUGUST MAGIC (SUMMER)""",96,1995,14034
37457,"""SAND SURF AND SECRETS SUMMER 4 (SUMMER)""",231,1996,14034
37458,"""Bond of Blood""",378,1985,13355
37459,"""El Escarabajo de Oro""",115,2000,14035
37460,"""Roselynde (The Roselynde Chronicles: Book One)""",108,1980,14036
37461,"""The Forever Hero : Dawn for a Distant Earth, The Silent Warrior, In Endless Twilight (Forever Hero)""",272,1999,14785
37462,"""A Memory of Love""",259,2000,14212
37463,"""Enchantress Mine""",25,1987,14402
37464,"""Fire Get""",376,1987,14067
37465,"""Shimmering Splendor""",354,1995,14379
37466,"""Sable, Shadow, and Ice (Daw Book Collectors ; No. 954)""",261,1994,14067
37467,"""Be Afraid -- Be Very Afraid! (Goosebumps Series 2000, No 20)""",175,1999,12557
37468,"""Hong Kong""",355,1990,14624
37469,"""The Mark of Merlin""",420,2002,14040
37470,"""Ring of Fear""",241,1971,14040
37471,"""The Desperate Viscount (Signet Regency Romance)""",135,1993,14762
37472,"""Chase""",114,0,14042
37473,"""Leah a Love Story""",322,1987,14043
37474,"""Pink""",342,1997,14941
37475,"""Baghdad Bound : An Interpreter's Chronicles of the Iraq War""",264,2004,14044
37476,"""Im Bann der Dunkelheit. Das zweite Abenteuer von Christopher Snow.""",151,2001,14726
37477,"""Over Sea, Under Stone (The Dark Is Rising Sequence, Book 1)""",47,1989,14046
37478,"""Journey to Yesterday""",104,1983,14870
37479,"""A Memory of Love""",207,2002,14869
37480,"""The Buffalo Hunters (American Indians)""",49,1993,14361
37481,"""Enchantress Mine""",469,1994,14997
37482,"""Besieged (Small, Bertrice. Skye's Legacy,)""",202,2000,14050
37483,"""Through Indian Eyes: The Untold Story of Native American Peoples""",330,1996,14526
37484,"""Sick Humor""",277,1996,14773
37485,"""Grace in Autumn""",403,2001,14052
37486,"""Walks The Fire A Novel &lt;br>book One In The Praire Winds Series""",338,1994,14769
37487,"""Quantum Leap: Foreknowledge : A Novel (Quantum Leap)""",261,1998,14692
37488,"""Birds at Your Fingertips (At Your Fingertips III)""",161,1995,14055
37489,"""Insects: At Your Fingertips (At Your Fingertips (McClanahan))""",275,1993,14055
37490,"""Fodor's 92 Skiing in the U.S. and Canada: With the Best Lodges and Restaurants at 132 Ski Areas""",218,1991,14749
37491,"""Where Is God When I Hurts? (A Comforting, Healing Guide for Coping with Hard Times)""",476,1990,14926
37492,"""Body Reflexology: Healing at Your Fingertips""",66,1994,14766
37493,"""Trees and Nonflowering Plants (North American Wildlife)""",183,1998,14526
37494,"""Wildflowers (North American Wildlife Field Guides)""",339,1998,14526
37495,"""North American Wildlife: Birds""",76,1998,14443
37496,"""Mammals, Reptiles and Amphibians: North American Wildlife (North American Wildlife)""",100,1998,14443
37497,"""Promises""",184,1982,14543
37498,"""Twisted""",96,1987,14080
37499,"""Godfather""",123,1983,14762
37500,"""Antología poética""",473,2001,14062
37501,"""Turbulent Covenent""",32,1980,14980
37502,"""Healing Yourself With Foot Reflexology""",83,1996,14063
37503,"""Portrait of Ivan""",264,1987,14064
37504,"""Blowfish Live in the Sea""",238,1986,14064
37505,"""Midwinter Transport""",299,1985,14065
37506,"""Wild Jasmine""",350,1996,14869
37507,"""Behind a Mask: or a Woman's Power""",391,2004,14066
37508,"""In Conquest Born""",118,1991,14067
37509,"""Fear of Fifty: A Midlife Memoir""",386,1994,14693
37510,"""Great Escapes of World War II""",278,1988,12557
37511,"""Chicago Loop.""",198,1994,14488
37512,"""Grimmy: My Dad Was a Boxer""",195,1999,14785
37513,"""Children""",221,2001,14070
37514,"""Rule Breaker (Desire, 558)""",226,1990,14943
37515,"""Clifford the Big Red Dog (Clifford)""",498,2002,14131
37516,"""The Boat of Dreams : A Christmas Story (Preston, Richard)""",89,2003,14877
37517,"""The Importance of Being Earnest and Other Plays""",108,1988,14762
37518,"""Murder on Board: Including \the Mystery of the Blue Train\"", \""What Mrs. McGillicuddy Saw\"" and \""Death in the Air\""""""",287,1974,14776
37519,"""Vector Prime (Star Wars: The New Jedi Order, Book 1)""",135,1999,13766
37520,"""Halloween Party (Hercule Poirot Mysteries (Paperback))""",169,1998,14692
37521,"""RISK""",409,1990,14110
37522,"""Der Weg nach Bagdad.""",476,1994,14345
37523,"""The SHIP WHO WON""",353,1994,14783
37524,"""To Ride Pegasus""",39,1990,14212
37525,"""Successful Intelligence: How Practical and Creative Intelligence Determine Success in Life""",95,1997,15003
37526,"""Rio Grande Stories""",42,1994,14481
37527,"""A Servant's Tale: A Novel""",169,2001,14217
37528,"""Winter Seasons""",278,1996,14099
37529,"""Besieged - Skye's Legacy""",490,2000,14079
37530,"""A Very Merry Santa Claus Story (Sparkleand Glow Books)""",304,1992,14809
37531,"""Bittersweet Legacy (Harlequin Intrigue, No 221)""",299,1993,13787
37532,"""Clifford's Kitten (Clifford, the Big Red Dog)""",476,1984,14080
37533,"""Don't Stress!: How to Keep Life's Problems Little""",74,1998,12557
37534,"""Solitaire Mystery""",463,1997,14692
37535,"""Transitions: Prayers and Declarations for a Changing Life""",71,1999,14937
37536,"""The Young King and Other Stories (Longman Classics, Stage 3)""",429,1988,14847
37537,"""So Big! (Sesame Beginnings, Level 2, 6-12 Months)""",379,2003,14483
37538,"""KING OF SHADOWS""",85,1999,14506
37539,"""The Evening Walk (Golden Tell-A-Tale Book)""",76,1985,14085
37540,"""All I Want For Christmas""",50,2001,14086
37541,"""The Christmas Star""",111,1993,14087
